date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:44:27	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/robots.txt		(from )
18:44:28	137021/137021	---M-Z	200	added ('OK')	text/html	etag:%222173d-66111ed3-cdf5d50154353e4d;gz%22	https://njcquizgh.com/	C:/My%20SCH/SCH/njcquizgh.com/index.html	(from )
18:44:28	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/wp-content/themes/marcus-oldham/library/img/Sharks_Quiz_logosmall.png	C:/My%20SCH/SCH/njcquizgh.com/wp-content/themes/marcus-oldham/library/img/Sharks_Quiz_logosmall.png	(from https://njcquizgh.com/)
18:44:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/wp-content/themes/marcus-oldham/library/img/logo%402x.html	C:/My%20SCH/SCH/njcquizgh.com/wp-content/themes/marcus-oldham/library/img/logo@2x.html	(from https://njcquizgh.com/)
18:44:29	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/wp-content/themes/marcus-oldham/library/img/footer-logo.html	C:/My%20SCH/SCH/njcquizgh.com/wp-content/themes/marcus-oldham/library/img/footer-logo.html	(from https://njcquizgh.com/)
18:44:30	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/wp-content/themes/marcus-oldham/library/img/footer-logo%402x.html	C:/My%20SCH/SCH/njcquizgh.com/wp-content/themes/marcus-oldham/library/img/footer-logo@2x.html	(from https://njcquizgh.com/)
18:44:30	12098/12098	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f42-660b3f4d-3a0c8a3f983ae84c;gz%22	https://njcquizgh.com/wp-content/plugins/litespeed-cache/assets/js/webfontloader.min.js	C:/My%20SCH/SCH/njcquizgh.com/wp-content/plugins/litespeed-cache/assets/js/webfontloader.min.js	(from https://njcquizgh.com/)
18:44:31	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6602b6b7-954f6b7c7a9a488d;gz%22	https://njcquizgh.com/use.typekit.net/fyj5spp.html	C:/My%20SCH/SCH/njcquizgh.com/use.typekit.net/fyj5spp.html	(from https://njcquizgh.com/)
18:44:32	315/315	---M-Z	200	added ('OK')	text/html	etag:%2213b-660b3f4d-c4c3b6a596b6f8a2;gz%22	https://njcquizgh.com/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.html	C:/My%20SCH/SCH/njcquizgh.com/maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.html	(from https://njcquizgh.com/)
18:44:32	71516/71516	---M--	200	added ('OK')	image/jpeg	etag:%221175c-660b3f4d-6c203f43d3bb54cc;;;%22	https://njcquizgh.com/logo.jpg	C:/My%20SCH/SCH/njcquizgh.com/logo.jpg	(from https://njcquizgh.com/)
